# Darktide Penance Export
# Mod Version: 2.4.9
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 5
# Account Level: 150
# Account True Level: 601
# Account Prestige: 37
#
# All Characters:
#   1. Bonk (Ogryn) - Level 30 (True: 103, Prestige: 6)
#   2. Dickot (Zealot) - Level 30 (True: 132, Prestige: 8)
#   3. JudgeSomething (Arbitrator) - Level 30 (True: 145, Prestige: 9)
#   4. Rudge (Veteran) - Level 30 (True: 45, Prestige: 2)
#   5. Montov (Psyker) - Level 30 (True: 176, Prestige: 12)
#
# Export Character: Rudge
# Export Archetype: Veteran
# Export Character Level: 30
# Export Character True Level: 45
# Export Additional Levels: +15
# Export Character Prestige: 2
#
# Export Date: 2026-01-26 16:12:01
# Export Timezone: -0500
# Total Penances: 1028
# Completed Penances: 884
# Completion Rate: 86.0%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail,Mastery_Level,Mastery_XP,Mastery_XP_Next_Level,Mastery_Progress_Percent
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_dust_destructible_3,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0006,The Hourglass Purge the Unclean,Destroy 50 Heretical Idols within The Hourglass.,Completed,125,50,250%,2025-08-22 22:53:03,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_dust_3,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0005,The Hourglass Tour of Duty,Complete 50 missions in The Hourglass,Completed,54,50,108%,2026-01-05 02:16:57,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_zone_wide_dust_completion,loc_achievement_subcategory_missions_dust_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0019,"I Came, I Saw, I Conquered! The Hourglass",Complete the following penances within The Hourglass.,Completed,5,5,100%,2026-01-05 02:16:57,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_throneside_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0009,Throneside Tour of Duty,Complete 10 missions in Throneside,Completed,53,10,530%,2025-07-26 13:37:45,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_throneside_2,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0009,Throneside Tour of Duty,Complete 25 missions in Throneside,Completed,53,25,212%,2025-09-14 13:31:34,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_throneside_destructible_2,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0010,Throneside Purge the Unclean,Destroy 25 Heretical Idols within Throneside.,Completed,84,25,336%,2025-08-23 23:36:36,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_fm_resurgence_mission_collectible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0014,Enclavum Baross Relic Requisition,Retrieve and extract with the Martyr's Skull in Enclavum Baross,Completed,1,1,100%,2025-12-04 02:43:32,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_hm_complex_mission_collectible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0015,Comms-Plex 154/2f Relic Requisition,Retrieve and extract with the Martyr's Skull in Comms-Plex 154/2f,Completed,1,1,100%,2025-08-23 23:36:36,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_throneside_destructible_3,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0010,Throneside Purge the Unclean,Destroy 50 Heretical Idols within Throneside.,Completed,84,50,168%,2025-12-04 02:05:01,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_throneside_3,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0009,Throneside Tour of Duty,Complete 50 missions in Throneside,Completed,53,50,106%,2026-01-09 01:52:07,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_mission_zone_wide_throneside_completion,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0021,"I Came, I Saw, I Conquered! Throneside",Complete the following penances within Throneside.,Completed,5,5,100%,2026-01-09 01:52:07,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_throneside_destructible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0010,Throneside Purge the Unclean,Destroy 10 Heretical Idols within Throneside.,Completed,84,10,840%,2025-07-26 02:42:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_zone_cm_archives_mission_collectible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0016,Archivum Sycorax Relic Requisition,Retrieve and extract with the Martyr's Skull in Archivum Sycorax,Completed,1,1,100%,2025-08-24 00:13:03,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,team_chaos_beast_of_nurgle_slain_no_corruption,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0124,Bless you,Kill a Beast of Nurgle without any team member being hit by its corrupting vomit.,Completed,96,1,9600%,2024-05-24 02:07:20,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,team_chaos_spawned_killed_no_players_grabbed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0127,"Stay back, fiend!",Kill a Chaos spawn without any team member getting grabbed.,Completed,161,1,16100%,2024-05-07 01:48:25,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,flamer_killed_before_attack_occurred,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0134,Snuff Out the Candle,Kill 50 Dreg or Scab Flamers before they have the chance to use their ability.,Completed,839,50,1678%,2025-01-11 16:18:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,grenadier_killed_before_attack_occurred,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0137,Implosion,Kill 50 Dreg or Scab Bombers before they have the chance to use their ability.,Completed,446,50,892%,2025-07-27 01:56:29,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,team_poxburster_damage_avoided,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0136,They're Gonna' Blow!,Kill 50 Poxbursters without you or any team members taking damage.,Completed,12775,50,25550%,2024-05-19 19:20:24,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_gunner_shot_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0142,That the Best You've Got?,Dodge 500 Ogryn Reapers shots while sprinting.,Completed,600,500,120%,2026-01-01 15:56:06,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,cultist_gunner_shot_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0133,Make a Dash For It,Dodge 500 Gunner shots while sprinting.,Completed,5925,500,1185%,2025-07-26 13:03:02,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,bulwark_backstab_damage_inflicted,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0141,Didn't See You Coming,Deal 25000 damage to Ogryn Bulwarks using backstab.,Completed,1489268,25000,5957%,2025-07-26 02:42:13,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,renegade_sniper_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0138,Sharp Reflexes,"Dodge 50 Sniper shots.
[Counts only once per Sniper]",Completed,759,50,1518%,2025-08-03 22:16:06,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,crusher_overhead_smash_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0140,Avoid the Chop,"Dodge 50 Ogryn Crusher overhead smashes.
[Counts only once per Ogryn Crusher]",Completed,377,50,754%,2025-07-29 01:43:59,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mauler_attack_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0139,Dance of Death,"Dodge 50 Mauler cleaves.
[Counts only once per Mauler]",Completed,400,50,800%,2025-08-02 23:19:53,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mutant_charge_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0135,Quick Feet,"Dodge 50 Mutant charges.
[Counts only once per Mutant]",Completed,1918,50,3836%,2024-07-25 02:27:20,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,shotgunner_spread_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0132,Beat the Spread,"Dodge 50 Shotgun spreads.
[Counts only once per Dreg or Scab Shotgunner]",Completed,6805,50,13610%,2024-05-19 20:09:21,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,trappers_net_dodged,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0130,Slip the Net,"Dodge 50 Trapper's nets.
[Counts only once per Trapper]",Completed,657,50,1314%,2025-07-27 16:30:51,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,pox_hounds_pushed_midair,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0129,Get Off Me!,"Push 50 Pox Hounds in midair.
[Counts only once per Pox Hound]",Completed,50,50,100%,2025-08-03 22:16:06,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_renegade_specials_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0041,Renegade Master,Kill 10 of each Scab Specialist enemy.,Completed,4,4,100%,2023-01-05 01:10:31,10,loc_breed_display_name_renegade_grenadier: 10/10; loc_breed_display_name_renegade_sniper: 10/10; loc_breed_display_name_renegade_flamer: 10/10; loc_breed_display_name_renegade_netgunner: 10/10,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_chaos_specials_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0054,Nightmare Patrol,Kill 10 of each type of Terror Specialist.,Completed,2,2,100%,2022-12-16 00:50:36,10,loc_breed_display_name_chaos_hound: 10/10; loc_breed_display_name_chaos_poxwalker_bomber: 10/10,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_renegade_elites_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0042,Elitist,Kill 10 of each Scab elite enemy.,Completed,5,5,100%,2022-12-05 01:49:50,10,loc_breed_display_name_renegade_gunner: 10/10; loc_breed_display_name_renegade_berzerker: 10/10; loc_breed_display_name_renegade_plasma_gunner: 10/10; loc_breed_display_name_renegade_executor: 10/10; loc_breed_display_name_renegade_shocktrooper: 10/10,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_chaos_elites_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0055,Purification Protocol,Kill 10 Elite Terrors.,Completed,3,3,100%,2022-12-16 01:15:06,10,loc_breed_display_name_chaos_ogryn_bulwark: 10/10; loc_breed_display_name_chaos_ogryn_executor: 10/10; loc_breed_display_name_chaos_ogryn_gunner: 10/10,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_cultist_specials_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0048,Lex Triumphant,Kill 10 of each Dreg Specialist.,Completed,3,3,100%,2022-12-14 01:24:25,10,loc_breed_display_name_cultist_flamer: 10/10; loc_breed_display_name_cultist_mutant: 10/10; loc_breed_display_name_cultist_grenadier: 10/10,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_cultist_elites_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0049,Lex Vigilant,Kill 10 of each Dreg elite.,Completed,3,3,100%,2022-12-14 01:24:25,10,loc_breed_display_name_cultist_berzerker: 10/10; loc_breed_display_name_cultist_shocktrooper: 10/10; loc_breed_display_name_cultist_gunner: 10/10,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,training_grounds_fully_unlocked,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0120,Ready for Action!,Fully unlock the Training Grounds.,Completed,6,6,100%,2024-05-07 01:07:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_chaos_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0056,Banishment,Kill every type of Terror.,Completed,10,10,100%,2022-12-02 02:18:22,10,loc_breed_display_name_chaos_ogryn_bulwark: 1/1; loc_breed_display_name_chaos_ogryn_executor: 1/1; loc_breed_display_name_chaos_ogryn_gunner: 1/1; loc_breed_display_name_chaos_poxwalker: 1/1; loc_breed_display_name_chaos_poxwalker_bomber: 1/1; loc_chaos_armored_infected_breed_name: 1/1; loc_breed_display_name_chaos_hound: 1/1; loc_breed_display_name_chaos_lesser_mutated_poxwalker: 1/1; loc_breed_display_name_chaos_mutated_poxwalker: 1/1; loc_breed_display_name_chaos_newly_infected: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,banish_daemonhost,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0110,Banisher,Banish a Daemonhost.,Completed,1,1,100%,2022-12-14 02:08:30,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_cultists_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0050,Dreg Cleanser,Kill every type of Dreg.,Completed,8,8,100%,2022-12-02 02:18:22,10,loc_breed_display_name_cultist_berzerker: 1/1; loc_breed_display_name_cultist_shocktrooper: 1/1; loc_breed_display_name_cultist_flamer: 1/1; loc_breed_display_name_cultist_grenadier: 1/1; loc_breed_display_name_cultist_gunner: 1/1; loc_breed_display_name_cultist_melee: 1/1; loc_breed_display_name_cultist_mutant: 1/1; loc_breed_display_name_cultist_assault: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_cultists_5,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0051,Dreg Hunter (5),Kill 12500 Dregs.,Completed,72116,12500,576%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,cultist_berzerker_head,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0052,Decapitation Protocol,Kill 10 Dreg Ragers with Headshots.,Completed,1546,10,15460%,2022-12-14 02:08:30,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_enemies_cultists,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0107,Purge the Heretics,Complete the following Dreg Penances.,Completed,5,5,100%,2024-05-07 01:07:09,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,all_renegades_killed,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0043,Traitorous Collective,Kill every type of Scab enemy.,Completed,12,12,100%,2022-12-02 02:18:22,10,loc_breed_display_name_renegade_sniper: 1/1; loc_breed_display_name_renegade_assault: 1/1; loc_breed_display_name_renegade_berzerker: 1/1; loc_breed_display_name_renegade_executor: 1/1; loc_breed_display_name_renegade_flamer: 1/1; loc_breed_display_name_renegade_grenadier: 1/1; loc_breed_display_name_renegade_gunner: 1/1; loc_breed_display_name_renegade_melee: 1/1; loc_breed_display_name_renegade_netgunner: 1/1; loc_breed_display_name_renegade_plasma_gunner: 1/1; loc_breed_display_name_renegade_rifleman: 1/1; loc_breed_display_name_renegade_shocktrooper: 1/1,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_renegades_5,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0044,Scab Picker (5),Kill 12500 Scabs.,Completed,96239,12500,769%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,melee_renegade,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0045,Blowout,Kill 10 Bombers with melee attacks.,Completed,390,10,3900%,2023-10-30 11:52:38,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,executor_non_headshot,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0046,Hard Labour,Kill 10 Scab Maulers without using Headshots.,Completed,3316,10,33160%,2022-12-12 01:43:03,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_enemies_renegades,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0047,Cull the Traitors,Complete the following Scab Penances.,Completed,6,6,100%,2024-05-07 01:07:09,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_renegades_1,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0044,Scab Picker (1),Kill 500 Scabs.,Completed,96239,500,19247%,2022-12-16 01:15:06,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_renegades_2,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0044,Scab Picker (2),Kill 2500 Scabs.,Completed,96239,2500,3849%,2023-10-26 22:30:24,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_renegades_3,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0044,Scab Picker (3),Kill 5000 Scabs.,Completed,96239,5000,1924%,2023-11-10 12:34:17,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_renegades_4,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0044,Scab Picker (4),Kill 7500 Scabs.,Completed,96239,7500,1283%,2023-11-26 23:35:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_cultists_1,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0051,Dreg Hunter (1),Kill 500 Dregs.,Completed,72116,500,14423%,2022-12-21 00:17:17,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_chaos_3,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0057,Purgator (3),Kill 7500 Poxwalkers and other Terrors of the warp.,Completed,217336,7500,2897%,2023-10-21 03:06:00,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_chaos_4,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0057,Purgator (4),Kill 10000 Poxwalkers and other Terrors of the warp.,Completed,217336,10000,2173%,2023-11-04 02:25:53,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_chaos_2,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0057,Purgator (2),Kill 5000 Poxwalkers and other Terrors of the warp.,Completed,217336,5000,4346%,2023-10-13 11:51:41,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_chaos_1,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0057,Purgator (1),Kill 1000 Poxwalkers and other Terrors of the warp.,Completed,217336,1000,21733%,2022-12-02 02:42:17,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_cultists_4,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0051,Dreg Hunter (4),Kill 7500 Dregs.,Completed,72116,7500,961%,2023-11-28 02:38:49,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_cultists_3,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0051,Dreg Hunter (3),Kill 5000 Dregs.,Completed,72116,5000,1442%,2023-11-11 18:58:04,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_cultists_2,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0051,Dreg Hunter (2),Kill 2500 Dregs.,Completed,72116,2500,2884%,2023-10-27 11:56:30,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_enemies_chaos,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0108,Cleanse the Taint,Complete the following Terror Penances.,Completed,5,5,100%,2023-11-17 02:41:34,20,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_gunner_melee,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0109,Bullying the Bully,Kill 10 Reapers in melee.,Completed,448,10,4480%,2023-11-17 02:41:34,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,kill_chaos_5,loc_achievement_category_heretics_label,content/ui/textures/icons/achievements/achievement_icon_0057,Purgator (5),Kill 15000 Poxwalkers and other Terrors of the warp.,Completed,217336,15000,1448%,2023-11-14 11:37:20,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_barrels_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 100 enemies by blowing up explosive barrels.,Completed,1853,100,1853%,2025-06-29 22:18:21,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_barrels_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 250 enemies by blowing up explosive barrels.,Completed,1853,250,741%,2025-08-03 20:57:45,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_barrels_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 500 enemies by blowing up explosive barrels.,Completed,1853,500,370%,2025-09-17 12:20:53,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_barrels_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 1000 enemies by blowing up explosive barrels.,Completed,1853,1000,185%,2025-12-02 00:47:44,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_barrels_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 2500 enemies by blowing up explosive barrels.,In Progress,1853,2500,74%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,enemies_killed_by_poxburster_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0123,The Enemy of my Enemy is my Friend,Kill 10 enemies by having a Poxburster explode next to them.,Completed,2266,10,22660%,2025-01-11 15:34:22,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_flamer_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (1),Kill 50 Dreg or Scab Flamers,Completed,2766,50,5532%,2025-01-12 15:27:07,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_flamer_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (2),Kill 100 Dreg or Scab Flamers,Completed,2766,100,2766%,2025-06-25 22:37:28,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_flamer_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (3),Kill 150 Dreg or Scab Flamers,Completed,2766,150,1844%,2025-06-29 14:49:49,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_flamer_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (4),Kill 200 Dreg or Scab Flamers,Completed,2766,200,1383%,2025-07-22 02:01:02,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_flamer_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (5),Kill 250 Dreg or Scab Flamers,Completed,2766,250,1106%,2025-07-26 14:18:12,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_grenadier_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (1),Kill 50 Dreg or Scab Grenadiers,Completed,2014,50,4028%,2025-06-26 22:52:11,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_grenadier_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (2),Kill 100 Dreg or Scab Grenadiers,Completed,2014,100,2014%,2025-07-01 22:31:28,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_grenadier_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (3),Kill 150 Dreg or Scab Grenadiers,Completed,2014,150,1342%,2025-07-27 00:15:03,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_grenadier_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (4),Kill 200 Dreg or Scab Grenadiers,Completed,2014,200,1007%,2025-08-02 20:33:36,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_grenadier_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (5),Kill 250 Dreg or Scab Grenadiers,Completed,2014,250,805%,2025-08-05 22:28:23,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_gunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (1),Kill 50 Dreg or Scab Gunners,Completed,8878,50,17756%,2025-01-12 16:06:08,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_gunner_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (2),Kill 100 Dreg or Scab Gunners,Completed,8878,100,8878%,2025-06-25 22:37:28,5,,,,,
