# Darktide Penance Export
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 6
# Account Level: 180
# Account True Level: 837
#
# All Characters:
#   1. Dickot (Zealot) - Level 30 (True: 157, +127)
#   2. Zek (Hive Scum) - Level 30 (True: 113, +83)
#   3. Bonk (Ogryn) - Level 30 (True: 145, +115)
#   4. JudgeSomething (Arbitrator) - Level 30 (True: 121, +91)
#   5. Rudge (Veteran) - Level 30 (True: 164, +134)
#   6. Montov (Psyker) - Level 30 (True: 137, +107)
#
# Export Character: Dickot
# Export Archetype: Zealot
# Export Character Level: 30
# Export Character True Level: 157
# Export Additional Levels: +127
# Export Prestige: 10
#
# Export Date: 2026-01-18 10:39:38
# Total Penances: 1028
# Completed Penances: 1000
# Completion Rate: 97.3%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_ogryn_2_2_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_12,Bone 'ead (2),Complete the following Penances as the Ogryn.,Completed,6,6,100%,2023-11-01 00:52:42,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_objective_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0003,Beat-em-Up (3),"As an Ogryn, complete a Mission of each type on Heresy Threat or higher.",Completed,7,7,100%,2023-12-10 22:56:50,5,loc_mission_type_04_name: 4/4; loc_mission_type_05_name: 4/4; loc_mission_type_06_name: 4/4; loc_mission_type_07_name: 4/4; loc_mission_type_01_name: 4/4; loc_mission_type_02_name: 4/4; loc_mission_type_03_name: 4/4
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0002,Built Like a Tank (3),Complete 50 Missions as an Ogryn.,Completed,204,50,408%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,ogryn_2_hard_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_07,Keep Your Friends Close,"On Heresy Threat or Higher, complete 3 full Missions without any allies being Knocked Down or Incapacitated for longer than 10 seconds, and without any allies dying.",Completed,15,3,500%,2025-03-30 00:28:15,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_ogryn_2_1_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_12,Bone 'Ead (1),Complete the following Penances as the Ogryn.,Completed,5,5,100%,2023-10-29 22:54:27,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_objective_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0003,Beat-em-Up (2),"As an Ogryn, complete a Mission of each type on Malice Threat or higher.",Completed,7,7,100%,2023-02-23 02:41:44,5,loc_mission_type_04_name: 3/3; loc_mission_type_05_name: 3/3; loc_mission_type_06_name: 3/3; loc_mission_type_07_name: 3/3; loc_mission_type_01_name: 3/3; loc_mission_type_02_name: 3/3; loc_mission_type_03_name: 3/3
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0002,Built Like a Tank (2),Complete 25 Missions as an Ogryn.,Completed,204,25,816%,2023-11-01 00:52:42,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,ogryn_2_medium_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_06,Cleave Them Down,"On Malice Threat or higher, kill 2 enemies with a single Melee Attack 250 times.",Completed,7566,250,3026%,2023-10-29 18:12:46,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_ogryn_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0001,Got a Bone to Pick (4),Reach Trust Level 20 as an Ogryn.,Completed,30,20,150%,2023-01-05 02:09:23,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_objective_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0003,Beat-'em-Up,"As an Ogryn, complete at least one Mission of each type.",Completed,7,7,100%,2023-01-05 02:07:54,5,loc_mission_type_04_name: 1/1; loc_mission_type_05_name: 1/1; loc_mission_type_06_name: 1/1; loc_mission_type_07_name: 1/1; loc_mission_type_01_name: 1/1; loc_mission_type_02_name: 1/1; loc_mission_type_03_name: 1/1
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0002,Built Like a Tank (1),Complete 5 Missions as an Ogryn.,Completed,204,5,4079%,2023-10-13 00:11:09,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,ogryn_2_easy_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_03,Help Everyone,Revive or Assist 40 Knocked Down or Incapacitated allies.,Completed,464,40,1160%,2023-10-29 22:54:27,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,ogryn_2_easy_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_04,Keep Them Grounded,Knock Down 5000 enemies.,Completed,131417,5000,2628%,2023-10-29 06:18:10,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_ogryn_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (2),Complete the following Penances as the Ogryn.,Completed,3,3,100%,2025-07-16 02:57:24,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_class_ogryn_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (1),Complete the following Penances as the Ogryn.,Completed,2,2,100%,2025-07-16 02:57:24,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_ogryn_2_1,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0001,Got a Bone to Pick (1),Reach Trust Level 5 as an Ogryn.,Completed,30,5,600%,2022-12-02 00:09:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_ogryn_2_2,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0001,Got a Bone to Pick (2),Reach Trust Level 10 as an Ogryn.,Completed,30,10,300%,2022-12-12 01:03:34,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_ogryn_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0001,Got a Bone to Pick (3),Reach Trust Level 15 as an Ogryn.,Completed,30,15,200%,2022-12-21 00:52:56,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_4,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0002,Built Like a Tank (4),Complete 75 Missions as an Ogryn.,Completed,204,75,272%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0002,Built Like a Tank (5),Complete 100 Missions as an Ogryn.,Completed,204,100,204%,2025-01-16 23:50:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_easy_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_02,Prove Your Worth (1),Complete 1 Missions on Sedition Threat or higher.,Completed,182,1,18200%,2023-10-11 00:15:20,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_easy_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_02,Prove Your Worth (2),Complete 1 Missions on Uprising Threat or higher.,Completed,168,1,16800%,2023-10-11 00:15:20,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_easy_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_02,Prove Your Worth (3),Complete 1 Missions on Malice Threat or higher.,Completed,152,1,15200%,2023-10-19 01:05:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_easy_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_02,Prove Your Worth (4),Complete 1 Missions on Heresy Threat or higher.,Completed,118,1,11800%,2023-10-29 05:47:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_easy_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_02,Prove Your Worth (5),Complete 1 Missions on Damnation Threat or higher.,Completed,65,1,6500%,2023-10-29 18:12:46,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_medium_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_09,Fight the Good Fight (1),Complete 5 Missions on Sedition Threat or higher.,Completed,182,5,3640%,2023-10-13 01:22:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_medium_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_09,Fight the Good Fight (2),Complete 5 Missions on Uprising Threat or higher.,Completed,168,5,3360%,2023-10-20 00:51:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_medium_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_09,Fight the Good Fight (3),Complete 5 Missions on Malice Threat or higher.,Completed,152,5,3040%,2023-10-29 05:47:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_medium_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_09,Fight the Good Fight (4),Complete 5 Missions on Heresy Threat or higher.,Completed,118,5,2360%,2023-10-31 01:47:41,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,missions_ogryn_2_medium_difficulty_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_09,Fight the Good Fight (5),Complete 5 Missions on Damnation Threat or higher.,Completed,65,5,1300%,2023-12-01 02:26:26,15,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_ogryn_meta_numeric_achievement_completion_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement,Ogryn Master of War,Complete 5 out of the following Penances.,Completed,46,5,919%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_ogryn_meta_numeric_achievement_completion_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement,Ogryn Master of War,Complete 15 out of the following Penances.,Completed,46,15,306%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_ogryn_meta_numeric_achievement_completion_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement,Ogryn Master of War,Complete 35 out of the following Penances.,Completed,46,35,131%,2025-01-16 23:50:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_ogryn_meta_numeric_achievement_completion_5,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement,Ogryn Master of War,Complete 45 out of the following Penances.,Completed,46,45,102%,2025-09-18 01:13:35,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_class_ogryn_meta_numeric_achievement_completion_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement,Ogryn Master of War,Complete 25 out of the following Penances.,Completed,46,25,184%,2024-04-29 17:54:53,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_ogryn_2_5,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0001,Got a Bone to Pick (5),Reach Trust Level 25 as an Ogryn.,Completed,30,25,120%,2023-10-13 23:05:51,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,rank_ogryn_2_6,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0001,Got a Bone to Pick (6),Reach Trust Level 30 as an Ogryn.,Completed,30,30,100%,2023-10-29 06:19:15,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_void_3,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0001,The Void Tour of Duty,Complete 50 missions in The Void,Completed,50,50,100%,2026-01-06 21:04:36,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_void_destructible_2,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0002,The Void Purge the Unclean,Destroy 25 Heretical Idols within The Void.,Completed,75,25,300%,2025-10-18 11:36:29,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_void_destructible_3,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0002,The Void Purge the Unclean,Destroy 50 Heretical Idols within The Void.,Completed,75,50,150%,2025-11-25 18:12:07,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_void_1,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0001,The Void Tour of Duty,Complete 10 missions in The Void,Completed,50,10,500%,2025-07-26 14:18:12,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_void_2,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0001,The Void Tour of Duty,Complete 25 missions in The Void,Completed,50,25,200%,2025-10-23 20:33:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_void_destructible_1,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0002,The Void Purge the Unclean,Destroy 10 Heretical Idols within The Void.,Completed,75,10,750%,2025-07-09 15:29:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_throneside_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0009,Throneside Tour of Duty,Complete 10 missions in Throneside,Completed,84,10,840%,2025-07-04 02:13:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_throneside_2,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0009,Throneside Tour of Duty,Complete 25 missions in Throneside,Completed,84,25,336%,2025-07-22 12:44:17,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_throneside_destructible_2,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0010,Throneside Purge the Unclean,Destroy 25 Heretical Idols within Throneside.,Completed,136,25,544%,2025-07-15 17:46:51,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_fm_resurgence_mission_collectible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0014,Enclavum Baross Relic Requisition,Retrieve and extract with the Martyr's Skull in Enclavum Baross,Completed,2,1,200%,2025-07-13 20:44:12,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_hm_complex_mission_collectible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0015,Comms-Plex 154/2f Relic Requisition,Retrieve and extract with the Martyr's Skull in Comms-Plex 154/2f,Completed,1,1,100%,2025-08-23 23:36:36,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_throneside_destructible_3,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0010,Throneside Purge the Unclean,Destroy 50 Heretical Idols within Throneside.,Completed,136,50,272%,2025-08-11 01:56:33,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_throneside_3,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0009,Throneside Tour of Duty,Complete 50 missions in Throneside,Completed,84,50,168%,2025-09-20 15:35:41,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_throneside_destructible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0010,Throneside Purge the Unclean,Destroy 10 Heretical Idols within Throneside.,Completed,136,10,1360%,2025-07-04 02:13:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_zone_wide_throneside_completion,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0021,"I Came, I Saw, I Conquered! Throneside",Complete the following penances within Throneside.,Completed,5,5,100%,2025-09-20 15:35:41,20,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_cm_archives_mission_collectible_1,loc_achievement_subcategory_missions_throneside_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0016,Archivum Sycorax Relic Requisition,Retrieve and extract with the Martyr's Skull in Archivum Sycorax,Completed,1,1,100%,2025-08-24 00:13:03,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_watertown_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0007,The Torrent Tour of Duty,Complete 10 missions in The Torrent,Completed,96,10,960%,2025-03-24 22:50:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_watertown_2,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0007,The Torrent Tour of Duty,Complete 25 missions in The Torrent,Completed,96,25,384%,2025-07-01 18:28:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_watertown_destructible_2,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0008,The Torrent Purge the Unclean,Destroy 25 Heretical Idols within The Torrent.,Completed,181,25,724%,2025-06-25 16:28:30,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_dm_stockpile_mission_collectible_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0012,Silo Cluster 18-66/a Relic Requisition,Retrieve and extract with the Martyr's Skull in Silo Cluster 18-66/a,Completed,2,1,200%,2025-06-24 12:22:59,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_hm_cartel_mission_collectible_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0011,Vigil Station Oblivium Relic Requisition,Retrieve and extract with the Martyr's Skull in Vigil Station Oblivium,Completed,1,1,100%,2025-08-24 02:23:52,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_km_enforcer_mission_collectible_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_puzzle_0013,Magistrati Oubliette TM8-707 Relic Requisition,Retrieve and extract with the Martyr's Skull in Magistrati Oubliette TM8-707,Completed,2,1,200%,2024-05-19 21:22:25,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_watertown_destructible_3,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0008,The Torrent Purge the Unclean,Destroy 50 Heretical Idols within The Torrent.,Completed,181,50,362%,2025-07-10 01:33:15,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_mission_zone_wide_watertown_completion,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0020,"I Came, I Saw, I Conquered! The Torrent",Complete the following penances within The Torrent.,Completed,5,5,100%,2025-08-24 02:23:52,20,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_watertown_destructible_1,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0008,The Torrent Purge the Unclean,Destroy 10 Heretical Idols within The Torrent.,Completed,181,10,1810%,2024-05-19 21:22:25,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,mission_zone_watertown_3,loc_achievement_subcategory_missions_watertown_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0007,The Torrent Tour of Duty,Complete 50 missions in The Torrent,Completed,96,50,192%,2025-07-18 02:39:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_1,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0037,Clandestium Gloriana (1),Complete Clandestium Gloriana on Sedition Threat.,Completed,1,1,100%,2024-06-29 23:27:52,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_2,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0037,Clandestium Gloriana (2),Complete Clandestium Gloriana on Uprising Threat.,Completed,1,1,100%,2024-06-29 23:27:52,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_3,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0037,Clandestium Gloriana (3),Complete Clandestium Gloriana on Malice Threat.,Completed,1,1,100%,2024-06-29 23:27:52,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_4,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0037,Clandestium Gloriana (4),Complete Clandestium Gloriana on Heresy Threat.,Completed,1,1,100%,2024-07-18 13:16:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_5,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0037,Clandestium Gloriana (5),Complete Clandestium Gloriana on Damnation Threat.,Completed,1,1,100%,2025-07-06 01:46:32,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_2_auric,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0038,Clandestium Gloriana (2) [AURIC],Complete Clandestium Gloriana on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-23 04:16:58,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_core_research_mission_1_auric,loc_achievement_subcategory_missions_void_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0038,Clandestium Gloriana (1) [AURIC],Complete Clandestium Gloriana on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-23 04:16:58,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_station_mission_1_auric,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0004,Chasm Station HL-16-11 (1) [AURIC],Complete Chasm Station HL-16-11 on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-01 23:44:03,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_station_mission_2_auric,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0004,Chasm Station HL-16-11 (2) [AURIC],Complete Chasm Station HL-16-11 on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-09-01 23:44:03,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_rails_mission_1_auric,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0002,Chasm Logistratum (1) [AURIC],Complete Chasm Logistratum on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-11 23:32:08,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_rails_mission_2_auric,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0002,Chasm Logistratum (2) [AURIC],Complete Chasm Logistratum on Damnation Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-11 23:32:08,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_cm_habs_mission_1_auric,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0006,Hab Dreyko (1) [AURIC],Complete Hab Dreyko on Heresy Threat on the Auric Mission Board.,Completed,1,1,100%,2025-08-12 02:08:16,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_station_mission_5,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0003,Chasm Station HL-16-11 (5),Complete Chasm Station HL-16-11 on Damnation Threat.,Completed,1,1,100%,2025-07-17 23:00:31,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_rails_mission_5,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0001,Chasm Logistratum (5),Complete Chasm Logistratum on Damnation Threat.,Completed,1,1,100%,2025-08-11 23:32:08,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_cm_habs_mission_5,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0005,Hab Dreyko (5),Complete Hab Dreyko on Damnation Threat.,Completed,1,1,100%,2025-06-28 02:08:48,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_dm_rise_mission_5,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0007,Ascension Riser 31 (5),Complete Ascension Riser 31 on Damnation Threat.,Completed,1,1,100%,2025-03-30 00:28:15,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_km_station_mission_4,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0003,Chasm Station HL-16-11 (4),Complete Chasm Station HL-16-11 on Heresy Threat.,Completed,1,1,100%,2024-05-25 00:09:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_lm_rails_mission_4,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0001,Chasm Logistratum (4),Complete Chasm Logistratum on Heresy Threat.,Completed,1,1,100%,2024-05-26 02:37:59,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,level_cm_habs_mission_4,loc_achievement_subcategory_missions_transit_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_difficulty_0005,Hab Dreyko (4),Complete Hab Dreyko on Heresy Threat.,Completed,1,1,100%,2025-06-28 02:08:48,5,
